ID	Batch	Biosample	Accession	Ring	Tissue	Age	Sex	CoverageFile	Total_Sequences	Unique_Reads_Mapped	MappingRate	Total_Cytosines	CpG_Methylation_Rate	CHG_Methylation_Rate	CHH_Methylation_Rate	NumberRawCpGs	Number10XCpGs	Family
B2X7378_BL_CHK_F__SRR20216490	Saarland_First	B2X7378_BL_CHK_F	SRR20216490	B2X7378	BL	CHK	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X7378_BL_CHK_F__SRR20216490.cov.gz	1883173	685367	36.40%	30467876	47.90%	1.80%	0.50%	355799	53072	NA
B2X7380_BL_CHK_F__SRR20216489	Saarland_First	B2X7380_BL_CHK_F	SRR20216489	B2X7380	BL	CHK	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X7380_BL_CHK_F__SRR20216489.cov.gz	36654526	15555347	42.40%	697565251	48.50%	1.60%	0.50%	1019575	590028	NA
B2X7381_BL_CHK_M__SRR20216406	Saarland_First	B2X7381_BL_CHK_M	SRR20216406	B2X7381	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X7381_BL_CHK_M__SRR20216406.cov.gz	32834057	14368156	43.80%	646028439	47.50%	1.90%	0.50%	1224971	632253	NA
B2X7381_BL_CHK_M__SRR20216407	Saarland_First	B2X7381_BL_CHK_M	SRR20216407	B2X7381	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X7381_BL_CHK_M__SRR20216407.cov.gz	6477466	2782257	43.00%	121207290	47.90%	1.90%	0.50%	569127	156018	NA
B2X7382_BL_CHK_M__SRR20216405	Saarland_First	B2X7382_BL_CHK_M	SRR20216405	B2X7382	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X7382_BL_CHK_M__SRR20216405.cov.gz	14451900	6089254	42.10%	270862751	49.20%	1.70%	0.50%	670872	297166	NA
B2X7383_BL_CHK_M__SRR20216404	Saarland_First	B2X7383_BL_CHK_M	SRR20216404	B2X7383	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X7383_BL_CHK_M__SRR20216404.cov.gz	13994380	5912333	42.20%	258532987	47.80%	2.10%	0.50%	820045	296111	NA
B2X7400_BL_CHK_F__SRR20216403	Saarland_First	B2X7400_BL_CHK_F	SRR20216403	B2X7400	BL	CHK	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X7400_BL_CHK_F__SRR20216403.cov.gz	3756370	1524103	40.60%	68618609	48.40%	1.60%	0.50%	636544	122495	NA
B2X7401_BL_ADL_M__SRR20216402	Saarland_First	B2X7401_BL_ADL_M	SRR20216402	B2X7401	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X7401_BL_ADL_M__SRR20216402.cov.gz	42235984	19399262	45.90%	886134474	46.60%	1.90%	0.50%	1035231	595930	F3
B2X7402_BL_ADL_F__SRR20216401	Saarland_First	B2X7402_BL_ADL_F	SRR20216401	B2X7402	BL	ADL	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X7402_BL_ADL_F__SRR20216401.cov.gz	8351489	3494436	41.80%	154636888	47.70%	1.90%	0.50%	535572	178490	NA
B2X7406_BL_CHK_M__SRR20216400	Saarland_First	B2X7406_BL_CHK_M	SRR20216400	B2X7406	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X7406_BL_CHK_M__SRR20216400.cov.gz	72835454	32632682	44.80%	1462912396	48.90%	1.80%	0.50%	1270827	753706	NA
B2X7407_BL_ADL_F__SRR20216399	Saarland_First	B2X7407_BL_ADL_F	SRR20216399	B2X7407	BL	ADL	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X7407_BL_ADL_F__SRR20216399.cov.gz	42217660	18521961	43.90%	827631980	46.20%	1.80%	0.50%	1229036	667533	NA
B2X7407_BL_CHK_F__SRR20216398	Saarland_First	B2X7407_BL_CHK_F	SRR20216398	B2X7407	BL	CHK	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X7407_BL_CHK_F__SRR20216398.cov.gz	105659829	45792743	43.30%	2070801268	47.60%	1.70%	0.50%	1728607	1125062	NA
B2X7408_BL_ADL_F__SRR20216585	Saarland_First	B2X7408_BL_ADL_F	SRR20216585	B2X7408	BL	ADL	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X7408_BL_ADL_F__SRR20216585.cov.gz	15068496	6494791	43.10%	286691848	47.30%	2.20%	0.50%	698787	277930	F1
B2X7410_BL_ADL_M__SRR20216584	Saarland_First	B2X7410_BL_ADL_M	SRR20216584	B2X7410	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X7410_BL_ADL_M__SRR20216584.cov.gz	116303957	52832246	45.40%	2352260128	46.50%	2.10%	0.50%	1638453	1047996	F1
B2X7410_BL_CHK_M__SRR20216583	Saarland_First	B2X7410_BL_CHK_M	SRR20216583	B2X7410	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X7410_BL_CHK_M__SRR20216583.cov.gz	64654365	29044478	44.90%	1299187788	48.00%	2.00%	0.50%	1280233	766153	F1
B2X7411_BL_CHK_M__SRR20216582	Saarland_First	B2X7411_BL_CHK_M	SRR20216582	B2X7411	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X7411_BL_CHK_M__SRR20216582.cov.gz	59805023	27291083	45.60%	1230239030	47.70%	2.00%	0.50%	1396293	817175	NA
B2X7415_BL_ADL_F__SRR20216580	Saarland_First	B2X7415_BL_ADL_F	SRR20216580	B2X7415	BL	ADL	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X7415_BL_ADL_F__SRR20216580.cov.gz	14561923	6033368	41.40%	266579802	50.00%	2.10%	0.50%	585496	242615	NA
B2X7415_BL_CHK_F__SRR20216581	Saarland_First	B2X7415_BL_CHK_F	SRR20216581	B2X7415	BL	CHK	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X7415_BL_CHK_F__SRR20216581.cov.gz	7505087	3112212	41.50%	136774482	49.70%	2.00%	0.50%	627482	172279	NA
B2X7548_BL_CHK_M__SRR20216579	Saarland_First	B2X7548_BL_CHK_M	SRR20216579	B2X7548	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X7548_BL_CHK_M__SRR20216579.cov.gz	64645957	28944316	44.80%	1290611055	49.00%	2.00%	0.50%	1363385	777776	NA
B2X7608_BL_CHK_M__SRR20216578	Saarland_First	B2X7608_BL_CHK_M	SRR20216578	B2X7608	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X7608_BL_CHK_M__SRR20216578.cov.gz	47269163	11883732	25.10%	532423461	50.30%	1.80%	0.50%	847297	422116	NA
B2X7637_BL_CHK_M__SRR20216577	Saarland_First	B2X7637_BL_CHK_M	SRR20216577	B2X7637	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X7637_BL_CHK_M__SRR20216577.cov.gz	9859741	4195209	42.50%	187379136	48.80%	1.70%	0.50%	736351	239103	NA
B2X7638_BL_ADL_F__SRR20216576	Saarland_First	B2X7638_BL_ADL_F	SRR20216576	B2X7638	BL	ADL	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X7638_BL_ADL_F__SRR20216576.cov.gz	83088703	37342833	44.90%	1680429247	46.20%	2.00%	0.50%	1605372	1000232	NA
B2X7638_BL_CHK_F__SRR20216574	Saarland_First	B2X7638_BL_CHK_F	SRR20216574	B2X7638	BL	CHK	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X7638_BL_CHK_F__SRR20216574.cov.gz	5524040	2248476	40.70%	100559194	52.00%	1.90%	0.50%	434788	127872	NA
B2X7639_BL_CHK_F__SRR20216573	Saarland_First	B2X7639_BL_CHK_F	SRR20216573	B2X7639	BL	CHK	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X7639_BL_CHK_F__SRR20216573.cov.gz	52816173	22963899	43.50%	1026231893	50.70%	1.90%	0.50%	1263575	755767	NA
B2X7642_BL_ADL_M__SRR20216572	Saarland_First	B2X7642_BL_ADL_M	SRR20216572	B2X7642	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X7642_BL_ADL_M__SRR20216572.cov.gz	40780139	18117571	44.40%	802424395	49.50%	1.90%	0.50%	820052	472673	NA
B2X7828_BL_ADL_M__SRR20216571	Saarland_First	B2X7828_BL_ADL_M	SRR20216571	B2X7828	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X7828_BL_ADL_M__SRR20216571.cov.gz	30949168	13920936	45.00%	623302882	47.70%	2.20%	0.50%	900676	468122	NA
B2X7833_BL_ADL_F__SRR20216570	Saarland_First	B2X7833_BL_ADL_F	SRR20216570	B2X7833	BL	ADL	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X7833_BL_ADL_F__SRR20216570.cov.gz	14089065	5999802	42.60%	263341731	47.30%	2.30%	0.50%	518531	223465	NA
B2X7889_BL_ADL_M__SRR20216569	Saarland_First	B2X7889_BL_ADL_M	SRR20216569	B2X7889	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X7889_BL_ADL_M__SRR20216569.cov.gz	21083452	9588372	45.50%	421692856	45.70%	1.90%	0.50%	785005	410501	NA
B2X7890_BL_ADL_F__SRR20216568	Saarland_First	B2X7890_BL_ADL_F	SRR20216568	B2X7890	BL	ADL	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B2X7890_BL_ADL_F__SRR20216568.cov.gz	82614366	35582452	43.10%	1578410288	47.80%	2.00%	0.50%	1565210	918578	NA
B3Y5518_BL_ADL_F__SRR20216567	Saarland_First	B3Y5518_BL_ADL_F	SRR20216567	B3Y5518	BL	ADL	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B3Y5518_BL_ADL_F__SRR20216567.cov.gz	35679674	15791875	44.30%	689778107	49.60%	2.10%	0.50%	873031	468070	NA
B3Y5802_BL_CHK_F__SRR20216566	Saarland_First	B3Y5802_BL_CHK_F	SRR20216566	B3Y5802	BL	CHK	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B3Y5802_BL_CHK_F__SRR20216566.cov.gz	53706869	23655709	44.00%	1062263940	52.50%	1.70%	0.50%	1093210	704358	NA
B3Y5804_BL_CHK_M__SRR20216565	Saarland_First	B3Y5804_BL_CHK_M	SRR20216565	B3Y5804	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B3Y5804_BL_CHK_M__SRR20216565.cov.gz	12649188	5458882	43.20%	242104108	51.20%	1.80%	0.50%	605853	269426	NA
B3Y5820_BL_ADL_M__SRR20216563	Saarland_First	B3Y5820_BL_ADL_M	SRR20216563	B3Y5820	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B3Y5820_BL_ADL_M__SRR20216563.cov.gz	4454768	1974254	44.30%	88414285	44.60%	1.70%	0.50%	502165	130923	NA
B3Y5820_BL_CHK_M__SRR20216562	Saarland_First	B3Y5820_BL_CHK_M	SRR20216562	B3Y5820	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B3Y5820_BL_CHK_M__SRR20216562.cov.gz	6030881	2548624	42.30%	113050662	49.20%	1.80%	0.50%	687886	156459	NA
B3Y5931_BL_CHK_F__SRR20216561	Saarland_First	B3Y5931_BL_CHK_F	SRR20216561	B3Y5931	BL	CHK	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B3Y5931_BL_CHK_F__SRR20216561.cov.gz	72228008	30632412	42.40%	1372756823	50.10%	1.80%	0.50%	1619088	941682	NA
B3Y5976_BL_CHK_M__SRR20216560	Saarland_First	B3Y5976_BL_CHK_M	SRR20216560	B3Y5976	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B3Y5976_BL_CHK_M__SRR20216560.cov.gz	35748647	15813992	44.20%	705357369	50.50%	2.00%	0.50%	934716	492756	NA
B3Y5977_BL_CHK_M__SRR20216559	Saarland_First	B3Y5977_BL_CHK_M	SRR20216559	B3Y5977	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B3Y5977_BL_CHK_M__SRR20216559.cov.gz	6078330	2681878	44.10%	119307119	50.00%	2.10%	0.50%	449347	142115	NA
B3Y5978_BL_CHK_M__SRR20216558	Saarland_First	B3Y5978_BL_CHK_M	SRR20216558	B3Y5978	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B3Y5978_BL_CHK_M__SRR20216558.cov.gz	23680620	10484089	44.30%	468656633	51.50%	2.10%	0.50%	842553	419856	NA
B3Y5980_BL_CHK_M__SRR20216557	Saarland_First	B3Y5980_BL_CHK_M	SRR20216557	B3Y5980	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B3Y5980_BL_CHK_M__SRR20216557.cov.gz	38777466	16369162	42.20%	736752538	48.20%	1.80%	0.50%	1349931	713883	NA
B3Y5982_BL_CHK_F__SRR20216556	Saarland_First	B3Y5982_BL_CHK_F	SRR20216556	B3Y5982	BL	CHK	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B3Y5982_BL_CHK_F__SRR20216556.cov.gz	13298453	5656272	42.50%	254380445	48.90%	2.10%	0.50%	654134	266567	NA
B3Y5983_BL_CHK_F__SRR20216555	Saarland_First	B3Y5983_BL_CHK_F	SRR20216555	B3Y5983	BL	CHK	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B3Y5983_BL_CHK_F__SRR20216555.cov.gz	21115623	8793394	41.60%	393289007	49.20%	2.00%	0.50%	810826	408984	NA
B3Y5984_BL_CHK_M__SRR20216554	Saarland_First	B3Y5984_BL_CHK_M	SRR20216554	B3Y5984	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B3Y5984_BL_CHK_M__SRR20216554.cov.gz	4763059	2043876	42.90%	90857015	48.40%	1.90%	0.50%	386235	111149	NA
B3Y6090_BL_ADL_F__SRR20216552	Saarland_First	B3Y6090_BL_ADL_F	SRR20216552	B3Y6090	BL	ADL	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B3Y6090_BL_ADL_F__SRR20216552.cov.gz	6586400	2700163	41.00%	119155001	46.70%	1.80%	0.50%	595421	165676	NA
B3Y6099_BL_ADL_M__SRR20216551	Saarland_First	B3Y6099_BL_ADL_M	SRR20216551	B3Y6099	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B3Y6099_BL_ADL_M__SRR20216551.cov.gz	38610150	17521561	45.40%	774790970	46.80%	2.00%	0.50%	1024017	582774	NA
B3Y6645_BL_CHK_F__SRR20216550	Saarland_First	B3Y6645_BL_CHK_F	SRR20216550	B3Y6645	BL	CHK	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B3Y6645_BL_CHK_F__SRR20216550.cov.gz	14139083	5953089	42.10%	266610296	49.90%	2.10%	0.50%	740731	297722	NA
B3Y6646_BL_CHK_F__SRR20216549	Saarland_First	B3Y6646_BL_CHK_F	SRR20216549	B3Y6646	BL	CHK	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B3Y6646_BL_CHK_F__SRR20216549.cov.gz	44467827	18595323	41.80%	816148661	50.90%	2.00%	0.50%	1066619	505561	NA
B3Y6648_BL_CHK_F__SRR20216548	Saarland_First	B3Y6648_BL_CHK_F	SRR20216548	B3Y6648	BL	CHK	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B3Y6648_BL_CHK_F__SRR20216548.cov.gz	106552112	45279327	42.50%	2034008556	49.70%	1.80%	0.50%	1780137	1133650	NA
B3Y6649_BL_CHK_F__SRR20216547	Saarland_First	B3Y6649_BL_CHK_F	SRR20216547	B3Y6649	BL	CHK	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B3Y6649_BL_CHK_F__SRR20216547.cov.gz	7564065	3197729	42.30%	142151684	50.80%	2.00%	0.50%	978585	434889	NA
B3Y6650_BL_ADL_F__SRR20216546	Saarland_First	B3Y6650_BL_ADL_F	SRR20216546	B3Y6650	BL	ADL	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B3Y6650_BL_ADL_F__SRR20216546.cov.gz	43707938	18715607	42.80%	833221445	48.30%	2.10%	0.50%	1222079	668363	NA
B3Y6650_BL_CHK_F__SRR20216545	Saarland_First	B3Y6650_BL_CHK_F	SRR20216545	B3Y6650	BL	CHK	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B3Y6650_BL_CHK_F__SRR20216545.cov.gz	19654940	8286514	42.20%	369810710	50.10%	1.90%	0.50%	875724	361548	NA
B3Y6742_BL_ADL_F__SRR20216544	Saarland_First	B3Y6742_BL_ADL_F	SRR20216544	B3Y6742	BL	ADL	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B3Y6742_BL_ADL_F__SRR20216544.cov.gz	7906952	3365569	42.60%	147793082	48.50%	2.20%	0.50%	515348	178291	NA
B3Y6742_BL_CHK_F__SRR20216543	Saarland_First	B3Y6742_BL_CHK_F	SRR20216543	B3Y6742	BL	CHK	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B3Y6742_BL_CHK_F__SRR20216543.cov.gz	86562423	37252496	43.00%	1679099326	49.50%	1.90%	0.50%	1593541	997631	NA
B3Y6823_BL_CHK_M__SRR20216541	Saarland_First	B3Y6823_BL_CHK_M	SRR20216541	B3Y6823	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B3Y6823_BL_CHK_M__SRR20216541.cov.gz	22878566	10175473	44.50%	455589488	50.60%	2.10%	0.50%	801044	412256	NA
B3Y6857_BL_ADL_M__SRR20216540	Saarland_First	B3Y6857_BL_ADL_M	SRR20216540	B3Y6857	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B3Y6857_BL_ADL_M__SRR20216540.cov.gz	7260685	3176357	43.70%	141180711	47.30%	2.10%	0.50%	450591	144265	NA
B3Y6859_BL_ADL_M__SRR20216539	Saarland_First	B3Y6859_BL_ADL_M	SRR20216539	B3Y6859	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B3Y6859_BL_ADL_M__SRR20216539.cov.gz	5053276	2213307	43.80%	98186191	46.90%	2.00%	0.50%	559733	137407	NA
B3Y6935_BL_CHK_F__SRR20216538	Saarland_First	B3Y6935_BL_CHK_F	SRR20216538	B3Y6935	BL	CHK	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B3Y6935_BL_CHK_F__SRR20216538.cov.gz	22558800	9322891	41.30%	415729025	48.00%	1.90%	0.50%	978294	424548	NA
B4E9273_BL_ADL_M__SRR20216537	Saarland_First	B4E9273_BL_ADL_M	SRR20216537	B4E9273	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B4E9273_BL_ADL_M__SRR20216537.cov.gz	30552847	13969882	45.70%	619965333	44.80%	2.00%	0.50%	1102028	573130	NA
B4E9350_BL_ADL_F__SRR20216536	Saarland_First	B4E9350_BL_ADL_F	SRR20216536	B4E9350	BL	ADL	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B4E9350_BL_ADL_F__SRR20216536.cov.gz	11811136	4935859	41.80%	217910664	48.60%	1.90%	0.50%	459780	196151	F3
B4E9421_BL_ADL_F__SRR20216535	Saarland_First	B4E9421_BL_ADL_F	SRR20216535	B4E9421	BL	ADL	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B4E9421_BL_ADL_F__SRR20216535.cov.gz	25811325	11133465	43.10%	500659606	48.40%	2.00%	0.50%	786947	398829	NA
B4E9449_BL_CHK_M__SRR20216534	Saarland_First	B4E9449_BL_CHK_M	SRR20216534	B4E9449	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B4E9449_BL_CHK_M__SRR20216534.cov.gz	16039641	7060769	44.00%	308525029	50.10%	2.00%	0.50%	886534	297975	NA
B4E9451_BL_CHK_F__SRR20216533	Saarland_First	B4E9451_BL_CHK_F	SRR20216533	B4E9451	BL	CHK	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B4E9451_BL_CHK_F__SRR20216533.cov.gz	4061394	1691468	41.60%	75316735	49.00%	1.80%	0.50%	404145	97948	NA
B4E9453_BL_CHK_M__SRR20216532	Saarland_First	B4E9453_BL_CHK_M	SRR20216532	B4E9453	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B4E9453_BL_CHK_M__SRR20216532.cov.gz	32502645	14376118	44.20%	639460826	50.60%	1.90%	0.50%	1123719	578339	NA
B4E9454_BL_CHK_F__SRR20216530	Saarland_First	B4E9454_BL_CHK_F	SRR20216530	B4E9454	BL	CHK	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B4E9454_BL_CHK_F__SRR20216530.cov.gz	32315104	13548116	41.90%	595552007	52.50%	1.90%	0.50%	819147	413175	NA
B4E9457_BL_CHK_F__SRR20216529	Saarland_First	B4E9457_BL_CHK_F	SRR20216529	B4E9457	BL	CHK	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B4E9457_BL_CHK_F__SRR20216529.cov.gz	24075061	10327732	42.90%	455025041	53.10%	2.10%	0.50%	822626	349823	NA
B4H0051_BL_ADL_F__SRR20216488	Saarland_First	B4H0051_BL_ADL_F	SRR20216488	B4H0051	BL	ADL	F	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B4H0051_BL_ADL_F__SRR20216488.cov.gz	112023944	48907652	43.70%	2209267594	46.30%	1.80%	0.50%	1758725	1167033	F2
B4H0183_BL_ADL_M__SRR20216487	Saarland_First	B4H0183_BL_ADL_M	SRR20216487	B4H0183	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B4H0183_BL_ADL_M__SRR20216487.cov.gz	36831157	16378989	44.50%	718342591	47.00%	2.00%	0.50%	852475	466353	F2
B4H0271_BL_ADL_M__SRR20216486	Saarland_First	B4H0271_BL_ADL_M	SRR20216486	B4H0271	BL	ADL	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B4H0271_BL_ADL_M__SRR20216486.cov.gz	36776431	16537757	45.00%	747910277	47.40%	1.90%	0.50%	1284900	643105	F2
B4H0453_BL_CHK_M__SRR20216485	Saarland_First	B4H0453_BL_CHK_M	SRR20216485	B4H0453	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B4H0453_BL_CHK_M__SRR20216485.cov.gz	24661955	10256806	41.60%	459966130	47.30%	1.90%	0.50%	1064597	515473	NA
B4H0543_BL_CHK_M__SRR20216484	Saarland_First	B4H0543_BL_CHK_M	SRR20216484	B4H0543	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B4H0543_BL_CHK_M__SRR20216484.cov.gz	41228733	18283950	44.30%	810397283	47.90%	2.20%	0.50%	1214161	651193	NA
B4H0546_BL_CHK_M__SRR20216483	Saarland_First	B4H0546_BL_CHK_M	SRR20216483	B4H0546	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B4H0546_BL_CHK_M__SRR20216483.cov.gz	13788603	5968157	43.30%	262782516	49.10%	2.40%	0.50%	790324	283974	NA
B4H0548_BL_CHK_M__SRR20216482	Saarland_First	B4H0548_BL_CHK_M	SRR20216482	B4H0548	BL	CHK	M	/dss/dsslegfs01/pr53da/pr53da-dss-0024/projects/2022_EpigeneticsTits/2023JULY/bismark_cov/B4H0548_BL_CHK_M__SRR20216482.cov.gz	19853804	8740810	44.00%	392961788	47.80%	2.10%	0.50%	1004979	441897	NA
